book_isbn,avg_rating,five_rating,four_rating,three_rating,two_rating,one_rating
0143038419,3.7,49,16,9,8,18
1565125606,4.4,66,20,7,4,3
0143035479,3.6,34,26,16,12,12
006075995X,4.0,54,20,9,6,11
0312291639,3.6,35,28,15,11,11
0440241413,4.2,56,23,8,6,7
0307275558,3.0,20,22,19,18,21
014028009X,4.1,53,23,11,7,6
0552995878,4.1,49,31,10,4,6
0141439661,4.3,62,20,10,3,5
0553816713,4.3,67,14,6,4,9
0679783261,4.5,72,14,6,3,5
0805063897,3.7,39,25,14,10,12
0385494785,4.5,69,21,6,2,2
0679745580,4.5,67,22,7,2,2
0385486804,4.1,50,29,12,5,4
0767900383,3.5,37,22,14,13,14
0553279378,4.5,72,18,5,2,3
0439324599,4.0,49,26,13,6,6
0399243852,4.8,79,17,4,0,0
0786838655,4.7,78,16,4,1,1
0142406171,4.7,86,6,3,3,2
141690848X,4.5,66,25,2,5,2
0439023513,4.3,62,19,10,5,4
0142501891,4.3,59,23,11,3,4
0767905202,4.0,47,30,10,5,8
0767905180,3.5,36,21,15,12,16
031232118X,4.1,54,22,10,6,8
0143035479,3.6,34,26,16,12,12
0743418174,4.0,51,23,10,8,8
0440241413,4.2,56,23,8,6,7
0312291639,3.6,35,28,15,11,11
006075995X,4.0,54,20,9,6,11
0307275558,3.0,20,22,19,18,21
1573221112,4.3,66,14,9,5,6
159554707X,4.1,41,36,17,5,1
1595547061,4.0,39,38,14,5,4
1447272447,4.0,42,43,0,0,15
0805086692,3.1,29,21,7,21,22
184990135X,4.3,67,17,8,0,8
0900778199,5.0,100,0,0,0,0
1455586358,4.5,66,24,7,2,1
0446518514,5.0,100,0,0,0,0
0714857262,4.5,70,15,5,10,0
0345540506,4.6,61,33,6,0,0
1420135546,4.3,57,29,8,3,3
0957142714,3.5,38,17,18,16,11
1451657919,4.5,61,33,3,3,0
1455581666,4.4,58,30,7,4,1
0393325431,3.6,42,14,22,11,11
142013552X,4.4,55,32,8,5,0
1420127179,4.0,42,35,14,4,5
0373297920,4.4,50,42,8,0,0
037329770X,4.5,50,50,0,0,0
145558164X,4.7,75,20,5,0,0
1857024699,4.6,72,21,3,1,3
0451525264,4.7,82,11,4,1,2
0448445867,4.4,76,7,3,3,7
0061246476,4.8,88,7,2,0,3
1576469115,4.6,78,11,5,2,4
0060987103,3.6,41,20,12,11,16
0439554934,4.8,86,9,3,1,1
0618260307,4.7,81,13,3,1,2
0689862202,4.6,69,22,7,1,1
0141439580,4.5,72,14,6,3,5
0060764899,4.7,80,12,4,2,2
0679813446,4.8,81,16,3,0,0
0061061204,4.9,95,3,0,1,1
1416927832,4.6,81,10,5,1,3
0064401480,4.6,77,14,5,2,2
0553609416,4.6,79,12,4,2,3
0060529962,5.0,100,0,0,0,0
0451529308,4.4,69,16,7,3,5
0143039563,4.3,61,21,8,4,6
0743477111,4.2,64,22,0,0,14
0374515360,4.4,71,13,8,4,4
0316767727,4.5,71,17,7,3,2
0670020559,3.3,29,20,18,18,15
0670012947,4.2,46,32,15,5,2
1400043875,2.9,24,17,14,16,29
0380813815,4.6,77,14,4,2,3
0553568019,4.5,65,24,9,2,0
0553580272,3.6,31,28,19,10,12
0446610577,3.2,24,25,21,10,20
0545010225,4.8,85,9,3,1,2
0439785960,4.5,71,15,7,4,3
0439358078,4.5,71,16,7,4,2
0439139600,4.8,86,9,3,1,1
043965548X,4.8,85,9,3,1,2
0439064864,4.7,80,13,4,1,2
0439554934,4.8,86,9,3,1,1
0385504225,3.4,34,19,18,15,14
0552150738,4.0,50,23,12,7,8
0307277674,3.8,49,17,11,9,14
0441328008,4.2,57,21,10,7,5
0575075066,4.1,53,24,11,7,5
0441104029,4.3,55,25,13,5,2
0441172695,4.5,73,13,6,4,4
0525950974,2.5,16,17,9,16,42
141651693X,4.3,61,22,10,4,3
0345526511,3.8,39,30,15,9,7
0755324226,3.0,18,29,8,26,19
0007260881,3.8,19,52,17,10,2
0553296981,4.6,74,16,5,2,3
0439554934,4.8,86,9,3,1,1
0743477111,4.2,64,22,0,0,14
0375856110,4.2,59,17,11,7,6
0375826726,4.2,61,15,10,8,6
0375840400,3.9,51,19,9,7,14
0375826696,4.0,56,16,9,7,12
0439023491,4.7,76,18,4,1,1
0439023513,4.3,62,19,10,5,4
0446359408,4.3,64,21,3,3,9
0062024035,4.5,70,19,6,3,2
0007442912,4.5,67,21,8,3,1
039480001X,4.7,84,8,3,1,4
0553214322,4.4,62,24,10,2,2
0061120081,4.7,82,11,3,2,2
1582701709,4.0,61,12,6,5,16
1593080271,4.2,57,21,9,6,7
0439744679,4.6,73,20,0,7,0
0142401900,4.7,67,33,0,0,0
0312323867,4.4,64,24,7,3,2
031232118X,4.1,54,22,10,6,8
055358202X,3.8,42,23,17,11,7
055357342X,4.6,78,14,4,2,2
0553381695,4.5,71,19,6,2,2
0553588486,4.5,74,15,4,3,4
1402726023,3.2,40,0,30,0,30
0143038257,4.5,75,11,5,3,6
0440442508,4.1,55,21,9,4,11
0439023513,4.3,62,19,10,5,4
0439023491,4.7,76,18,4,1,1
0064405044,4.5,66,23,7,3,1
006112527X,4.5,70,18,8,2,2
000720230X,4.4,59,26,10,3,2
0395389496,4.7,86,7,3,2,2
0393974995,4.5,78,8,5,3,6
031232118X,4.1,54,22,10,6,8
074326455X,4.3,58,26,4,7,5
0007173040,4.7,87,7,3,1,2
0439244196,4.6,74,19,4,1,2
0380731509,4.6,77,14,6,0,3
1884365302,4.1,51,29,10,2,8
0394820371,4.7,81,12,3,2,2
0142437336,4.1,51,28,9,5,7
0743297334,3.8,45,20,15,9,11
0140424385,4.2,58,20,10,4,8
0312323867,4.4,64,24,7,3,2
0763616052,4.7,78,16,4,1,1
0375869026,4.8,89,9,1,1,0
0765325527,3.9,41,30,14,10,5
0312940173,4.1,51,20,17,12,0
0312554192,4.3,56,26,11,4,3
0743226720,4.5,67,23,6,2,2
0765326264,4.8,86,9,3,1,1
0451450523,4.5,77,9,6,5,3
0062060554,4.0,42,31,14,8,5
0446574465,4.4,59,29,7,3,2
081297106X,3.6,39,22,14,11,14
0061150142,4.4,61,24,8,4,3
0451029127,0.0,0,0,0,0,0
0525457585,4.7,79,13,5,1,2
0752224417,0.0,0,0,0,0,0
0439523222,3.7,30,31,24,7,8
0395304482,4.5,74,13,6,3,4
030734813X,4.6,89,0,5,0,6
0307275558,3.0,20,22,19,18,21
0679760806,4.5,76,10,6,3,5
0140620885,3.3,33,33,0,0,34
0142437263,4.0,50,22,13,6,9
1576469239,4.4,64,22,9,3,2
0451528611,4.2,57,21,9,6,7
0060929871,4.2,55,25,10,6,4
0393970124,4.4,62,21,10,3,4
0375751513,4.3,58,23,10,5,4
0142437174,4.3,63,20,7,3,7
0060531045,4.2,64,12,8,7,9
0142000663,4.5,72,16,5,3,4
0345418263,4.4,70,14,8,4,4
031606792X,3.8,55,12,8,8,17
0316160202,4.4,70,14,7,4,5
0316015849,4.1,65,11,7,5,12
0979882877,4.8,89,3,3,4,0
158177060X,3.7,56,8,8,8,20
0060987103,3.6,41,20,12,11,16
0142437204,4.4,68,17,7,3,5
0142000671,4.4,63,23,8,3,3
0553274503,4.6,71,23,4,1,1
0061341428,4.0,47,26,13,3,11
0440221668,4.4,67,16,8,5,4
0393978893,4.1,62,13,8,3,14
0141439882,4.2,49,32,11,3,5
1853260738,4.0,44,22,23,7,4
1594489505,4.7,77,16,5,1,1
1581770588,4.5,75,0,25,0,0
0982324693,4.6,75,15,5,5,0
1886449120,5.0,100,0,0,0,0
0882681974,4.8,90,0,10,0,0
0882681575,4.7,70,30,0,0,0
1400041945,3.4,39,14,15,10,22
068984283X,4.8,87,8,2,1,2
1599903415,4.5,67,24,5,2,2
0061906220,4.9,95,4,1,0,0
0060777540,4.8,90,3,3,4,0
0060520620,4.3,68,14,6,4,8
0785289089,4.7,79,13,5,2,1
1582346186,4.1,56,20,10,6,8
0679805273,4.9,92,4,2,1,1
044654759X,4.6,72,18,6,2,2
1451617720,3.8,37,31,15,10,7
1558743669,4.6,80,12,4,1,3
0814474268,4.7,76,20,3,0,1
1592572839,4.3,64,18,9,0,9
0439023491,4.7,76,18,4,1,1
0439023513,4.3,62,19,10,5,4
0439023483,4.6,77,16,4,1,2
076361775X,4.9,91,9,0,0,0
0152024883,4.8,90,5,1,1,3
038532328X,4.4,59,27,9,3,2
1401908977,4.9,90,7,2,1,0
1585428000,4.0,46,23,19,8,4
0689848919,4.5,65,25,6,2,2
0062106252,4.3,54,29,13,1,3
0778315339,3.7,32,30,22,10,6
0544025830,4.5,61,30,7,1,1
1515157865,4.6,77,16,0,3,4
1400032717,4.3,56,26,10,4,4
0060564679,4.5,66,25,6,1,2
0060564652,4.3,55,25,14,4,2
0307269752,4.0,50,24,10,7,9
0312323867,4.4,64,24,7,3,2
0312966970,4.6,70,22,6,1,1
0312966091,4.5,68,24,4,2,2
031232118X,4.1,54,22,10,6,8
0060555955,3.8,36,30,23,5,6
0060837381,4.3,57,28,9,3,3
0385501129,3.3,25,23,21,16,15
0307269981,4.5,68,20,7,3,2
0060519134,4.4,65,24,6,2,3
0330371231,4.7,76,18,3,1,2
0312976275,4.6,72,19,6,2,1
0312980140,4.2,57,23,11,5,4
1401359604,2.8,21,20,14,12,33
0330418874,4.2,46,32,17,3,2
0060845546,4.4,60,24,11,2,3
1416528636,4.2,59,20,11,6,4
014028009X,4.1,53,23,11,7,6
1434767957,4.7,79,15,4,1,1
1434768511,4.5,77,12,5,2,4
031232118X,4.1,54,22,10,6,8
0307347974,4.4,63,20,10,7,0
0679783261,4.5,72,14,6,3,5
0316015849,4.1,65,11,7,5,12
0618346252,4.6,81,9,4,3,3
1594480001,4.6,73,17,5,3,2
0142000671,4.4,63,23,8,3,3
1476727910,4.3,54,29,11,5,1
1499677014,4.0,41,33,16,6,4
1604940123,4.3,56,25,11,6,2
1494281708,3.9,39,34,14,9,4
0679783261,4.5,72,14,6,3,5
030734813X,4.6,89,0,5,0,6
0385338600,4.5,69,21,6,2,2
0450040186,4.7,78,15,4,2,1
1594480001,4.6,73,17,5,3,2
0307277674,3.8,49,17,11,9,14
0451525264,4.7,82,11,4,1,2
0140449264,4.6,78,11,5,2,4
0142437174,4.3,63,20,7,3,7
0140283331,4.0,50,24,12,6,8
0743477111,4.2,64,22,0,0,14
0349113912,4.1,56,21,9,7,7
0385333846,4.2,59,21,10,5,5
0142000671,4.4,63,23,8,3,3
0452284244,4.4,66,22,7,2,3
0060513039,4.9,92,5,1,1,1
0743273567,4.2,58,22,10,5,5
0061120081,4.7,82,11,3,2,2
0373211392,4.1,45,29,17,6,3
1500996041,3.7,34,23,27,10,6
0756407532,4.3,58,22,13,7,0
006156155X,4.0,43,33,13,9,2
0425268780,4.4,60,25,10,3,2
031606792X,3.8,55,12,8,8,17
0316160199,4.3,64,16,9,5,6
0316160202,4.4,70,14,7,4,5
0575077026,3.9,47,22,17,7,7
0380014300,4.4,72,12,4,5,7
0446616419,4.1,43,34,17,3,3
0451462807,4.4,60,25,10,3,2
0452286034,4.2,56,22,11,5,6
0061662690,4.3,50,34,13,2,1
0886772923,4.7,77,16,5,2,0
0812511816,4.2,62,18,8,5,7
0451460936,3.5,34,19,20,15,12
0553564943,4.4,68,16,7,6,3
0060572965,4.2,55,25,10,6,4
0441068804,4.7,81,12,3,3,1
0786838655,4.7,78,16,4,1,1
0345459857,4.0,60,15,6,4,15
0441014895,4.3,54,28,12,3,3
0345337646,4.5,62,23,15,0,0
0316074144,4.2,44,38,14,1,3
0316056634,4.3,51,32,11,3,3
0345380975,4.3,50,38,4,4,4
0441873804,3.9,25,37,38,0,0
1595142517,4.0,41,31,17,7,4
0451226259,4.3,55,26,11,5,3
1576469239,4.4,64,22,9,3,2
0553803719,4.3,62,20,9,5,4
1596061065,4.3,52,32,12,4,0
0316043915,4.0,48,29,10,7,6
0316078638,4.8,82,15,3,0,0
0307263533,4.5,68,23,5,2,2
0393070050,4.1,42,35,15,6,2
0679752927,4.6,73,18,5,2,2
0525478817,4.7,79,14,4,2,1
9990824487,0.0,0,0,0,0,0
0375701214,4.6,72,17,7,2,2
0393978893,4.1,62,13,8,3,14
0375751513,4.3,58,23,10,5,4
0743482832,4.4,71,13,7,6,3
074348276X,4.4,64,19,10,2,5
0486266893,4.4,65,22,6,4,3
0679732764,4.3,65,16,9,5,5
0142437204,4.4,68,17,7,3,5
225303875X,0.0,0,0,0,0,0
1892295490,4.0,51,19,14,8,8
0827603827,4.6,65,30,5,0,0
2035834163,4.7,86,0,14,0,0
1406310263,4.5,64,27,6,3,0
1406310255,4.1,50,26,11,6,7
0060764899,4.7,80,12,4,2,2
0805063196,4.7,76,19,3,1,1
0805082115,4.6,74,20,4,1,1
0743201531,3.9,46,23,16,7,8
0060931132,4.3,55,27,10,4,4
0375414495,4.5,73,16,6,2,3
0446580503,4.2,62,17,10,6,5
140003468X,3.9,54,15,10,10,11
0135259657,3.7,57,0,14,14,15
0671027344,4.5,70,18,6,3,3
0525478817,4.7,79,14,4,2,1
0679746048,4.1,51,25,13,7,4
1609411153,4.2,62,13,14,4,7
1609419693,4.3,59,21,11,6,3
0399155341,4.7,81,12,3,2,2
0439023483,4.6,77,16,4,1,2
0340896965,3.7,39,25,16,10,10
0446547565,4.5,72,16,7,3,2
0743454537,4.2,57,22,9,6,6
0316098337,4.3,57,24,10,5,4
0307269752,4.0,50,24,10,7,9
1565125606,4.4,66,20,7,4,3
0451524934,4.5,71,17,7,2,3
0553816713,4.3,67,14,6,4,9
0679783261,4.5,72,14,6,3,5
0316015849,4.1,65,11,7,5,12
0439554934,4.8,86,9,3,1,1
0553296981,4.6,74,16,5,2,3
0140283331,4.0,50,24,12,6,8
0307347974,4.4,63,20,10,7,0
0385333846,4.2,59,21,10,5,5
0140285601,4.3,62,21,10,3,4
0393312836,4.5,70,20,5,2,3
0142437204,4.4,68,17,7,3,5
0345391802,4.4,69,16,7,4,4
0349113912,4.1,56,21,9,7,7
0553593161,4.0,45,33,11,0,11
0765362902,3.1,20,26,16,18,20
0062284428,4.3,42,50,5,0,3
0451219953,2.8,17,16,20,23,24
0060935782,4.4,54,37,8,1,0
0060935766,4.4,55,34,6,4,1
0312206488,4.6,74,18,5,2,1
0312187149,4.6,69,22,6,2,1
0312156960,4.5,69,17,7,4,3
0935526773,4.2,55,26,11,3,5
0935526765,4.3,51,34,10,4,1
0345805615,3.9,44,24,16,8,8
1594633665,4.0,45,29,14,6,6
1423183096,4.6,73,20,4,3,0
0393240231,4.7,77,16,4,2,1
1594204756,3.9,64,10,3,2,21
0060393491,3.7,40,19,17,16,8
1451645821,4.6,70,22,5,2,1
0340950943,4.7,77,15,8,0,0
0307341569,4.1,46,31,14,5,4
0525478817,4.7,79,14,4,2,1
1609419693,4.3,59,21,11,6,3
0297859382,3.9,42,27,15,8,8
0671027344,4.5,70,18,6,3,3
9710545094,0.0,0,0,0,0,0
9710545035,0.0,0,0,0,0,0
0439023483,4.6,77,16,4,1,2
0439358078,4.5,71,16,7,4,2
0439139600,4.8,86,9,3,1,1
043965548X,4.8,85,9,3,1,2
0439064864,4.7,80,13,4,1,2
0439554934,4.8,86,9,3,1,1
0553813951,3.9,47,22,13,9,9
0061122092,4.0,56,19,9,5,11
0553816713,4.3,67,14,6,4,9
0060589280,4.1,58,16,12,6,8
0446693804,4.4,68,17,7,3,5
9719234202,0.0,0,0,0,0,0
9710545019,4.7,67,33,0,0,0
1416521690,4.7,81,10,5,2,2
0060734566,4.6,69,22,6,3,0
0399173390,4.1,38,39,14,7,2
1594633665,4.0,45,29,14,6,6
1447241649,4.3,50,36,7,7,0
0385683421,3.5,31,25,22,12,10
0062306812,3.7,31,33,21,9,6
0330515802,4.0,0,100,0,0,0
0007491433,4.1,48,29,8,11,4
0385352107,4.1,47,29,14,6,4
1476789630,3.5,31,25,19,12,13
1476785597,4.1,55,23,9,6,7
0062295896,4.1,52,24,11,7,6
0385539703,4.0,43,32,15,6,4
0061434779,3.6,29,28,23,11,9
1594487138,4.3,57,26,10,5,2
1594633118,3.5,30,26,19,13,12
0399162097,4.1,49,27,13,7,4
1400032717,4.3,56,26,10,4,4
030727103X,3.6,38,23,17,11,11
1400079276,4.2,51,28,11,6,4
0062309668,4.0,43,33,12,6,6
0141389559,4.5,69,15,16,0,0
1585422193,4.4,72,15,4,4,5
1859840515,3.7,67,0,0,0,33
0006861350,4.7,79,14,7,0,0
0811207897,4.6,71,20,7,2,0
0590418386,4.0,33,33,34,0,0
0543949796,5.0,100,0,0,0,0
0060527986,4.3,65,16,9,6,4
3937718850,1.0,0,0,0,0,100
031232118X,4.1,54,22,10,6,8
0743264800,3.3,36,16,14,14,20
0618711651,3.8,49,16,13,10,12
140006712X,4.5,66,25,6,2,1
1400067111,4.2,48,32,12,6,2
9875801437,4.8,85,15,0,0,0
0743278909,4.5,75,11,6,3,5
9684112149,4.2,44,45,0,11,0
0722534876,4.2,58,21,10,5,6
0743477111,4.2,64,22,0,0,14
9707490462,0.0,0,0,0,0,0
1937051102,4.2,57,20,13,7,3
1609450930,4.1,47,25,16,11,1
0812998405,3.3,28,22,19,16,15
0062326031,4.7,85,7,4,1,3
0061120081,4.7,82,11,3,2,2
0316015849,4.1,65,11,7,5,12
0297859382,3.9,42,27,15,8,8
0451226380,4.2,60,17,8,9,6
0142428884,3.7,41,27,10,10,12
0061094048,4.3,55,25,14,2,4
0399155473,3.3,40,13,8,12,27
0061093580,4.4,59,29,5,5,2
006109157X,4.1,49,26,13,5,7
0061013439,3.4,33,21,18,13,15
0312656262,3.4,36,16,21,11,16
1442426640,4.6,72,16,9,3,0
0441005764,4.8,89,7,2,1,1
097434270X,5.0,100,0,0,0,0
0470186380,4.6,68,27,2,3,0
1592221181,4.9,91,7,2,0,0
0812905059,0.0,0,0,0,0,0
0553380958,4.1,53,24,11,7,5
0441569595,4.0,53,19,12,9,7
1595143955,4.1,45,30,15,5,5
1595143920,4.6,65,28,5,0,2
0375726403,4.0,48,24,14,9,5
0743296419,3.7,41,22,16,11,10
0316015849,4.1,65,11,7,5,12
1400052173,4.6,71,19,6,2,2
0060513039,4.9,92,5,1,1,1
0702041807,4.5,75,0,25,0,0
0448437376,4.7,67,33,0,0,0
0385721676,4.1,49,26,11,8,6
0670012947,4.2,46,32,15,5,2
0517189607,4.6,75,16,5,1,3
0061668095,4.3,56,26,10,6,2
0061668060,4.3,52,28,16,3,1
0451527747,4.2,60,19,11,4,6
0062060554,4.0,42,31,14,8,5
0007442912,4.5,67,21,8,3,1
0141382899,4.7,81,15,2,1,1
0751529818,4.5,75,14,4,3,4
0965818675,4.0,56,17,10,8,9
0857200038,4.0,0,100,0,0,0
0977962210,0.0,0,0,0,0,0
1936594293,4.5,72,14,6,3,5
1936594196,4.4,68,17,7,3,5
0553212583,4.4,68,17,7,3,5
0552150215,4.2,50,29,13,3,5
0446613274,4.1,59,14,11,6,10
0805089128,4.3,53,27,15,4,1
1400064163,4.8,85,11,2,1,1
0312314132,4.7,70,30,0,0,0
0440234859,4.6,78,12,3,3,4
0983131910,4.9,87,13,0,0,0
9861735615,0.0,0,0,0,0,0
0142003077,4.3,62,24,5,3,6
030737792X,3.9,43,27,16,11,3
1439147914,4.0,42,32,16,6,4
0385664443,3.8,39,25,19,9,8
0399155341,4.7,81,12,3,2,2
0385721420,3.5,32,25,19,14,10
0979777704,4.5,71,19,5,3,2
0307716899,4.6,81,9,5,2,3
0670018708,4.6,70,22,5,2,1
0307716899,4.6,81,9,5,2,3
0983131910,4.9,87,13,0,0,0
0553381695,4.5,71,19,6,2,2
0553588486,4.5,74,15,4,3,4
0060256656,4.5,81,6,3,2,8
0064410935,4.8,83,12,3,1,1
0615461344,4.2,51,30,12,4,3
0679734775,3.6,35,27,15,9,14
0752882635,4.1,51,25,12,8,4
159463176X,4.2,52,25,15,6,2
1594489505,4.7,77,16,5,1,1
0064410935,4.8,83,12,3,1,1
0517189607,4.6,75,16,5,1,3
1573225517,4.2,55,26,10,6,3
0156012197,4.5,79,8,4,3,6
0451204190,4.0,42,29,18,8,3
1455806854,4.3,61,22,9,4,4
0671212095,4.5,71,14,8,4,3
0743269519,4.5,73,13,6,3,5
0312424086,4.2,51,28,12,8,1
0373605188,4.1,53,20,14,10,3
0142437247,4.1,59,16,11,6,8
0545123283,4.2,49,34,13,3,1
0439023483,4.6,77,16,4,1,2
0446356859,4.4,67,17,5,6,5
0446364150,4.4,68,16,8,3,5
0316042676,4.3,55,25,12,5,3
0786838655,4.7,78,16,4,1,1
0553813951,3.9,47,22,13,9,9
1416975861,4.6,69,22,6,2,1
0446676071,3.9,54,18,8,6,14
1416914285,4.2,58,23,10,5,4
0441014941,4.4,59,25,11,3,2
0441014917,4.3,59,24,11,4,2
0441008534,4.1,52,24,12,7,5
0441013333,4.4,59,25,10,4,2
0441012183,4.5,68,23,6,2,1
1841493015,4.3,58,25,12,4,1
1841493007,4.3,52,31,11,4,2
0375826696,4.0,56,16,9,7,12
0618260307,4.7,81,13,3,1,2
0141439602,4.3,62,20,9,4,5
075791084X,4.0,40,40,0,20,0
1595147071,4.7,76,18,6,0,0
0316160202,4.4,70,14,7,4,5
0316160199,4.3,64,16,9,5,6
0062448544,0.0,0,0,0,0,0
0316769177,4.0,56,16,10,8,10
0061120081,4.7,82,11,3,2,2
1476753164,4.7,85,9,4,1,1
0060899220,4.3,57,28,9,3,3
031610969X,2.8,23,17,10,16,34
050552144X,4.7,67,33,0,0,0
0425190749,3.8,38,21,27,9,5
0965818675,4.0,56,17,10,8,9
0768430054,4.5,87,0,0,0,13
0805066691,4.7,80,12,5,1,2
0142401099,4.5,66,25,5,2,2
0452284244,4.4,66,22,7,2,3
0060513039,4.9,92,5,1,1,1
0743273567,4.2,58,22,10,5,5
0316769177,4.0,56,16,10,8,10
1430215674,4.2,67,11,5,11,6
0140120831,4.2,63,17,8,5,7
0451524934,4.5,71,17,7,2,3
0739326228,4.4,68,18,7,4,3
0517189607,4.6,75,16,5,1,3
0140283331,4.0,50,24,12,6,8
0446675539,4.8,87,7,3,1,2
0374500010,4.7,79,15,4,1,1
0553296981,4.6,74,16,5,2,3
0061733636,3.8,47,22,8,4,19
0297859382,3.9,42,27,15,8,8
0141043768,4.4,57,30,9,2,2
0307277674,3.8,49,17,11,9,14
0525478817,4.7,79,14,4,2,1
0316166685,3.9,47,24,12,9,8
0553590162,4.5,61,28,6,4,1
0553590154,4.2,53,27,10,3,7
0439023483,4.6,77,16,4,1,2
055358202X,3.8,42,23,17,11,7
055357342X,4.6,78,14,4,2,2
0062048503,3.9,40,26,22,8,4
0439023491,4.7,76,18,4,1,1
0515129933,3.7,37,30,14,7,12
0439554934,4.8,86,9,3,1,1
0385732554,4.3,57,26,10,3,4
0553816713,4.3,67,14,6,4,9
0142001740,4.4,63,21,8,4,4
0316166685,3.9,47,24,12,9,8
0316160202,4.4,70,14,7,4,5
0316160199,4.3,64,16,9,5,6
0142437174,4.3,63,20,7,3,7
0316015849,4.1,65,11,7,5,12
0316160202,4.4,70,14,7,4,5
031606792X,3.8,55,12,8,8,17
0316160199,4.3,64,16,9,5,6
0836220625,4.9,93,6,0,0,1
1843440326,5.0,100,0,0,0,0
1848549571,4.6,77,14,5,2,2
0399162410,4.3,59,24,10,4,3
0803734611,4.3,57,25,11,5,2
1595145931,4.5,65,23,11,0,1
1451629133,4.7,81,11,5,1,2
0385528078,3.0,21,21,16,17,25
1477817409,4.5,61,30,5,3,1
0930523202,4.8,75,25,0,0,0
0340896965,3.7,39,25,16,10,10
0312363508,3.9,44,26,15,4,11
006225930X,4.4,55,34,8,2,1
1607746352,4.7,82,9,5,2,2
9027433151,0.0,0,0,0,0,0
9027432252,0.0,0,0,0,0,0
0553816713,4.3,67,14,6,4,9
0965818675,4.0,56,17,10,8,9
3487071789,0.0,0,0,0,0,0
0547572484,3.6,35,21,18,14,12
0679731725,4.4,64,19,10,3,4
0439023483,4.6,77,16,4,1,2
0439554934,4.8,86,9,3,1,1
0679783261,4.5,72,14,6,3,5
1594480001,4.6,73,17,5,3,2
1844080382,4.4,65,20,8,3,4
0446614459,4.2,51,31,10,5,3
0143038419,3.7,49,16,9,8,18
3791350714,4.8,83,17,0,0,0
0785274316,4.5,74,14,5,4,3
0752863886,4.0,45,26,15,9,5
0582418275,4.4,65,22,6,3,4
0446696617,4.2,57,24,9,4,6
0451188454,4.4,65,21,7,4,3
0739465511,4.5,66,26,5,2,1
0061234001,4.1,49,29,12,6,4
0767905180,3.5,36,21,15,12,16
0316166685,3.9,47,24,12,9,8
0143038419,3.7,49,16,9,8,18
0312422156,4.3,61,20,9,5,5
0811801802,4.7,79,15,1,4,1
0670026603,4.6,73,19,5,2,1
0061928127,3.9,40,30,15,9,6
0743223136,4.7,79,14,4,2,1
0340896965,3.7,39,25,16,10,10
0316015849,4.1,65,11,7,5,12
0439554934,4.8,86,9,3,1,1
1434764303,4.4,57,30,9,2,2
0316160199,4.3,64,16,9,5,6
0739326228,4.4,68,18,7,4,3
0743477111,4.2,64,22,0,0,14
0141439661,4.3,62,20,10,3,5
0679783261,4.5,72,14,6,3,5
0316015849,4.1,65,11,7,5,12
0312291639,3.6,35,28,15,11,11
006075995X,4.0,54,20,9,6,11
0307275558,3.0,20,22,19,18,21
014028009X,4.1,53,23,11,7,6
0307277674,3.8,49,17,11,9,14
0767900383,3.5,37,22,14,13,14
0060786507,4.3,60,21,9,5,5
0743477111,4.2,64,22,0,0,14
0061122416,4.4,70,14,7,4,5
0743273567,4.2,58,22,10,5,5
0440241413,4.2,56,23,8,6,7
006075995X,4.0,54,20,9,6,11
0307275558,3.0,20,22,19,18,21
014028009X,4.1,53,23,11,7,6
0345418263,4.4,70,14,8,4,4
0446675539,4.8,87,7,3,1,2
0141439661,4.3,62,20,10,3,5
0553816713,4.3,67,14,6,4,9
0312650086,4.4,56,29,11,2,2
1857022130,5.0,100,0,0,0,0
0947795243,0.0,0,0,0,0,0
1899598227,5.0,100,0,0,0,0
094779591X,5.0,100,0,0,0,0
0955498406,4.3,57,25,10,6,2
1933368365,3.9,51,17,12,10,10
0340995793,4.2,57,25,8,6,4
0441068804,4.7,81,12,3,3,1
