book_isbn,avg_rating,five_rating,four_rating,three_rating,two_rating,one_rating
0399246770,3.4,30,22,17,18,13
0062024027,4.5,70,19,6,3,2
0316056588,4.1,46,34,9,6,5
0670011940,4.4,61,26,8,3,2
1594634475,3.5,37,19,16,12,16
1580052452,4.1,58,21,8,3,10
0812545648,4.2,42,33,25,0,0
0440241413,4.2,56,23,8,6,7
0312291639,3.6,35,28,15,11,11
1593082649,4.2,48,31,13,5,3
1420925431,4.2,57,19,12,7,5
0385751060,4.5,68,19,7,2,4
0439023483,4.6,77,16,4,1,2
0174392125,0.0,0,0,0,0,0
0553816713,4.3,67,14,6,4,9
1414310633,4.4,68,12,13,3,4
0440241901,4.3,59,26,9,2,4
0312554176,3.9,40,31,14,9,6
0439554934,4.8,86,9,3,1,1
0316015849,4.1,65,11,7,5,12
0061120081,4.7,82,11,3,2,2
0441010652,3.7,34,32,16,9,9
0451466802,4.5,69,18,7,4,2
0316334006,4.6,73,16,8,1,2
189635047X,4.9,86,14,0,0,0
0807515736,4.4,40,60,0,0,0
0807549118,3.6,36,30,11,11,12
1400063256,3.7,38,26,15,10,11
0374527075,4.0,51,24,10,5,10
1400068924,4.5,67,21,6,3,3
0345523288,4.5,67,25,5,0,3
0439023521,4.6,77,16,4,1,2
0141301066,4.7,80,13,4,1,2
0375826696,4.0,56,16,9,7,12
0439023491,4.7,76,18,4,1,1
0679879242,4.5,72,15,6,3,4
0439785960,4.5,71,15,7,4,3
0439139600,4.8,86,9,3,1,1
0439358078,4.5,71,16,7,4,2
043965548X,4.8,85,9,3,1,2
0545010225,4.8,85,9,3,1,2
0060531045,4.2,64,12,8,7,9
0349113912,4.1,56,21,9,7,7
1608323749,4.8,83,12,3,1,1
0553588486,4.5,74,15,4,3,4
140007780X,4.4,65,19,8,4,4
1568811241,3.8,17,50,33,0,0
3822848972,4.5,67,20,9,2,2
0060589280,4.1,58,16,12,6,8
0375822747,4.5,64,23,9,3,1
0316133973,4.6,70,21,6,3,0
1594480001,4.6,73,17,5,3,2
0719561051,4.8,87,0,13,0,0
1590171667,4.6,77,18,2,0,3
1590171659,4.4,63,24,6,3,4
0679776397,4.5,74,14,6,1,5
1583227245,4.1,63,8,17,4,8
158322730X,3.8,56,10,8,13,13
0553379011,4.4,69,17,6,4,4
0553379658,4.4,70,14,7,4,5
0553375407,4.3,67,15,5,4,9
1591430356,4.4,72,11,6,6,5
1890132888,4.8,93,3,1,1,2
0553384287,4.4,62,24,7,4,3
0450040186,4.7,78,15,4,2,1
1594480001,4.6,73,17,5,3,2
0142437247,4.1,59,16,11,6,8
0140283331,4.0,50,24,12,6,8
0452284244,4.4,66,22,7,2,3
0553392719,4.2,56,24,11,5,4
1476785597,4.1,55,23,9,6,7
1439138311,3.7,35,26,21,12,6
0670026603,4.6,73,19,5,2,1
0385344430,4.7,82,10,5,2,1
0752898477,4.5,72,14,8,4,2
0385340397,4.7,81,13,4,1,1
1631491687,4.0,67,0,0,33,0
0062203673,3.5,50,0,16,16,17
1101966874,4.5,64,27,6,3,0
0345348109,4.7,79,14,3,2,2
0316196991,4.3,55,30,10,4,1
0201533766,4.3,50,42,0,8,0
0553283685,4.3,62,20,9,6,3
0316160199,4.3,64,16,9,5,6
1444729705,4.2,50,31,12,4,3
074324754X,4.6,75,16,5,2,2
1907056890,5.0,100,0,0,0,0
0142402516,4.4,66,20,8,3,3
0812550706,4.6,72,18,6,2,2
0345391802,4.4,69,16,7,4,4
0446674338,4.4,54,34,10,0,2
0590453653,4.5,68,24,2,3,3
0575082097,4.3,56,26,10,6,2
0312422245,4.0,48,27,6,11,8
0553132857,4.9,89,11,0,0,0
0553380966,4.2,55,24,11,5,5
0575119543,3.9,52,24,0,10,14
0393066614,3.8,53,15,9,6,17
0307886085,4.7,79,14,4,1,2
1451635486,2.7,13,17,21,21,28
0451528522,4.1,46,33,13,4,4
0446528056,4.2,60,20,10,5,5
0786890754,3.8,47,22,11,9,11
059011848X,4.3,46,39,12,0,3
0618711651,3.8,49,16,13,10,12
0439023483,4.6,77,16,4,1,2
031606792X,3.8,55,12,8,8,17
0142411221,4.1,50,18,23,6,3
0061989142,4.4,65,19,10,3,3
0061767603,4.4,57,30,6,7,0
0982517416,4.5,50,50,0,0,0
0307275558,3.0,20,22,19,18,21
014028009X,4.1,53,23,11,7,6
0399154094,3.5,34,20,17,14,15
0521663962,4.2,55,30,5,0,10
0618260307,4.7,81,13,3,1,2
193396734X,4.5,68,19,11,0,2
0553296981,4.6,74,16,5,2,3
0143039954,4.4,70,15,6,3,6
0786890754,3.8,47,22,11,9,11
1594205221,4.2,57,20,12,5,6
0061969559,4.2,56,23,11,6,4
0312360282,4.2,59,21,11,4,5
076360822X,4.3,50,34,8,8,0
1573225126,3.8,45,21,11,11,12
159514174X,4.4,61,24,10,3,2
1595141758,4.6,70,22,6,1,1
1595141987,4.6,71,20,5,3,1
1595142509,4.6,74,15,7,2,2
1595143068,4.7,78,14,6,1,1
0099448769,4.3,57,26,11,4,2
0307276902,3.6,46,16,9,7,22
0141301066,4.7,80,13,4,1,2
0582418275,4.4,65,22,6,3,4
0451205766,4.7,82,12,4,1,1
0064410935,4.8,83,12,3,1,1
0141439742,4.0,53,19,12,7,9
1416524797,4.0,50,23,12,7,8
0671510118,4.0,50,22,13,6,9
0307265439,4.0,54,19,9,8,10
0440174643,4.7,81,10,6,1,2
0439227143,4.4,64,22,7,3,4
014038572X,4.6,75,18,4,1,2
0007205236,4.4,69,16,6,4,5
0060256656,4.5,81,6,3,2,8
0060764899,4.7,80,12,4,2,2
0553296981,4.6,74,16,5,2,3
0393978893,4.1,62,13,8,3,14
9718989048,0.0,0,0,0,0,0
0142000671,4.4,63,23,8,3,3
9584217054,5.0,100,0,0,0,0
0316166685,3.9,47,24,12,9,8
1594202214,4.5,71,16,5,5,3
0142001740,4.4,63,21,8,4,4
0394820371,4.7,81,12,3,2,2
0316260606,3.8,30,33,22,15,0
0439874025,4.5,71,21,2,2,4
0399160302,4.7,73,21,4,2,0
1595148035,4.5,67,20,7,4,2
1478952741,4.6,71,18,7,2,2
0062268341,4.1,56,19,12,7,6
0450040186,4.7,78,15,4,2,1
0809556642,3.8,24,54,7,7,8
0230709257,4.6,69,26,0,5,0
0230708722,4.4,59,27,11,3,0
0330411608,4.4,66,22,6,3,3
159780052X,3.6,25,31,32,5,7
0765350483,4.6,67,26,5,0,2
0393318672,4.7,74,20,5,1,0
0893662135,4.6,75,18,4,2,1
0552139130,4.5,68,20,6,4,2
0345419391,4.3,65,16,11,3,5
0552142743,4.6,76,14,5,3,2
0345484266,4.4,67,16,10,4,3
0345334310,4.3,66,17,6,4,7
034541957X,4.5,69,21,7,1,2
0689860064,4.7,77,16,5,2,0
0689860072,4.8,85,12,1,1,1
0345335082,4.5,71,20,4,2,3
0345341678,4.6,81,10,5,2,2
141692499X,4.5,74,14,4,3,5
0349000190,4.0,50,0,50,0,0
0394709306,4.6,78,12,5,2,3
0586200797,4.3,59,21,10,10,0
039924638X,4.5,71,19,5,2,3
0007288166,4.7,77,17,1,3,2
1505582601,5.0,100,0,0,0,0
0812578635,4.1,56,11,22,11,0
1558496726,4.3,55,32,3,5,5
1741666708,4.3,60,21,10,5,4
0060539828,4.4,65,23,6,1,5
0679728759,4.1,59,14,8,10,9
3453161815,3.7,0,67,33,0,0
0060596384,4.5,71,13,9,5,2
0765312182,3.9,48,22,12,13,5
1857987225,4.2,58,18,9,8,7
0743251326,4.5,54,38,8,0,0
0312362722,3.7,37,25,15,12,11
0316763063,4.1,34,53,3,3,3
0140250913,4.6,74,16,6,1,3
0385485581,4.5,61,32,0,7,0
0399153926,4.5,72,17,7,2,2
0843958235,3.9,16,68,11,5,0
0843963123,4.2,64,16,4,6,10
0061996203,4.4,59,28,10,2,1
0061996181,4.5,59,31,8,1,1
031253955X,4.4,59,28,8,2,3
0066238501,4.7,80,12,4,2,2
0143039563,4.3,61,21,8,4,6
0395071143,4.4,68,18,6,3,5
0670241334,4.7,84,10,4,1,1
0849945119,4.3,63,24,2,5,6
0553816713,4.3,67,14,6,4,9
0446693804,4.4,68,17,7,3,5
0446615862,4.4,68,18,6,5,3
1591451876,4.5,74,12,6,3,5
0679783261,4.5,72,14,6,3,5
0736908552,4.9,91,6,1,1,1
1576469239,4.4,64,22,9,3,2
0142437204,4.4,68,17,7,3,5
0736916881,4.4,70,12,9,4,5
0764200739,4.3,59,22,10,7,2
0764200720,4.1,53,25,9,6,7
0446547565,4.5,72,16,7,3,2
031606792X,3.8,55,12,8,8,17
0316160202,4.4,70,14,7,4,5
0316160199,4.3,64,16,9,5,6
0310266165,4.6,77,15,5,1,2
9722100262,5.0,100,0,0,0,0
0553213695,4.0,51,22,12,7,8
0140120831,4.2,63,17,8,5,7
0156012197,4.5,79,8,4,3,6
9725681363,0.0,0,0,0,0,0
0451524934,4.5,71,17,7,2,3
0099446782,4.7,77,17,4,1,1
0143039954,4.4,70,15,6,3,6
0142437174,4.3,63,20,7,3,7
0060531045,4.2,64,12,8,7,9
0452284244,4.4,66,22,7,2,3
0679779159,4.1,53,24,9,5,9
0375725342,4.1,53,25,10,7,5
0679779175,4.3,57,28,8,5,2
0192833987,4.4,74,9,7,4,6
006076029X,4.6,68,28,0,4,0
044110701X,0.0,0,0,0,0,0
0441732968,3.8,18,38,44,0,0
0441007317,4.2,59,20,8,6,7
0061054887,4.3,61,20,11,5,3
0061120081,4.7,82,11,3,2,2
0736420967,4.4,63,20,12,2,3
8838452164,0.0,0,0,0,0,0
0688104649,5.0,100,0,0,0,0
883595407X,0.0,0,0,0,0,0
8809056426,0.0,0,0,0,0,0
0340172134,0.0,0,0,0,0,0
0736423095,4.6,74,18,4,1,3
8809053699,0.0,0,0,0,0,0
887926799X,0.0,0,0,0,0,0
0749710373,4.5,81,4,5,7,3
8879267434,5.0,100,0,0,0,0
0307277674,3.8,49,17,11,9,14
0446677388,4.3,63,21,8,3,5
0679420290,4.3,65,16,9,4,6
0553208845,4.4,69,16,7,3,5
0064472795,4.5,68,24,4,1,3
0064472809,4.6,74,18,4,3,1
0060755865,4.3,58,27,9,3,3
0545040523,4.3,54,28,11,4,3
0060096098,3.9,47,21,16,6,10
0060724692,4.8,86,12,1,1,0
0061232920,4.6,72,19,7,1,1
006085202X,3.7,35,30,13,10,12
0060725125,4.4,60,28,8,1,3
0060096128,4.0,52,23,11,2,12
0060751649,4.4,68,18,7,3,4
0060725133,4.5,68,17,14,1,0
0060725141,4.8,87,10,1,1,1
0060725117,4.6,73,19,6,2,0
0613371658,4.5,68,20,6,3,3
0312577222,4.8,85,11,2,1,1
0553418351,3.9,42,27,15,8,8
1594633665,4.0,45,29,14,6,6
1620401398,3.9,40,30,16,9,5
0375414495,4.5,73,16,6,2,3
0385344228,4.3,53,31,10,4,2
0142001430,4.1,49,31,11,5,4
006079156X,4.2,52,29,12,4,3
0307713547,4.5,67,22,6,3,2
1408857391,4.5,66,26,5,2,1
0141043768,4.4,57,30,9,2,2
0312641893,4.6,67,26,5,1,1
0312353766,4.2,64,17,6,5,8
0007466714,4.6,76,15,6,2,1
0062059963,4.5,67,20,8,3,2
0062059939,4.5,65,23,7,3,2
0345391802,4.4,69,16,7,4,4
0385340397,4.7,81,13,4,1,1
0752898477,4.5,72,14,8,4,2
0385335997,4.7,80,13,4,2,1
0440221668,4.4,67,16,8,5,4
0385335989,4.7,80,14,4,1,1
0385335970,4.6,77,15,5,2,1
0399166238,4.4,64,23,6,6,1
0007444117,3.4,39,17,14,11,19
0061132381,4.6,71,18,7,2,2
0062400827,4.8,85,11,4,0,0
110188696X,4.7,80,14,4,1,1
0312595697,4.0,44,23,26,5,2
1250034582,4.3,64,17,8,7,4
0312595670,4.3,59,26,8,3,4
0064406237,4.2,49,36,8,3,4
0679729771,4.6,76,16,5,1,2
0394541553,4.6,74,16,5,2,3
1577344677,4.7,86,9,1,0,4
0439023483,4.6,77,16,4,1,2
0743454537,4.2,57,22,9,6,6
0439023513,4.3,62,19,10,5,4
0452011876,4.2,64,14,8,5,9
006075995X,4.0,54,20,9,6,11
0446675539,4.8,87,7,3,1,2
0553816713,4.3,67,14,6,4,9
0965818675,4.0,56,17,10,8,9
0316015849,4.1,65,11,7,5,12
0618346252,4.6,81,9,4,3,3
0553384287,4.4,62,24,7,4,3
0307277674,3.8,49,17,11,9,14
0143037145,3.3,26,22,21,18,13
0143038095,4.2,56,28,7,3,6
0143038419,3.7,49,16,9,8,18
0142001740,4.4,63,21,8,4,4
0316166685,3.9,47,24,12,9,8
0739326228,4.4,68,18,7,4,3
0451525264,4.7,82,11,4,1,2
0143034650,4.4,66,23,1,2,8
0980921023,3.7,67,0,0,0,33
0871401541,4.8,85,13,0,0,2
0156628708,3.9,49,22,8,11,10
0394404289,4.6,82,9,3,2,4
0679644199,4.4,62,22,9,5,2
0307959945,4.3,56,28,8,4,4
0062124269,4.1,49,26,13,7,5
0812993292,4.3,55,31,9,3,2
1594487367,3.9,45,25,12,7,11
0061928127,3.9,40,30,15,9,6
0374214913,4.1,47,29,14,6,4
0812992970,3.8,39,28,17,10,6
0446582352,4.5,62,31,6,1,0
0312554192,4.3,56,26,11,4,3
0312577206,4.5,72,17,6,3,2
125000621X,4.5,64,23,8,3,2
1585421952,4.4,68,19,5,4,4
067163514X,4.2,65,15,6,4,10
0874774241,4.5,71,15,7,4,3
140194079X,4.2,62,18,5,6,9
0330373382,4.5,71,6,23,0,0
0808595040,3.3,0,33,67,0,0
1596911239,3.8,42,29,8,8,13
0142000671,4.4,63,23,8,3,3
0307277674,3.8,49,17,11,9,14
0743418174,4.0,51,23,10,8,8
0316015849,4.1,65,11,7,5,12
1558749209,4.3,66,15,10,4,5
0091883768,3.7,50,17,8,6,19
0143038419,3.7,49,16,9,8,18
0307277674,3.8,49,17,11,9,14
0316160202,4.4,70,14,7,4,5
0316160199,4.3,64,16,9,5,6
031606792X,3.8,55,12,8,8,17
0316015849,4.1,65,11,7,5,12
0061122416,4.4,70,14,7,4,5
185041078X,0.0,0,0,0,0,0
0575401176,0.0,0,0,0,0,0
0099282550,4.8,83,17,0,0,0
0099489988,4.1,54,22,11,7,6
0340818670,4.1,52,25,13,6,4
0452281903,4.7,82,10,3,1,4
1558745157,4.8,83,12,3,1,1
0517189607,4.6,75,16,5,1,3
0812550706,4.6,72,18,6,2,2
0345391802,4.4,69,16,7,4,4
0441569595,4.0,53,19,12,9,7
0060929871,4.2,55,25,10,6,4
0451524934,4.5,71,17,7,2,3
0060838582,4.3,60,26,7,3,4
0061234001,4.1,49,29,12,6,4
0553296981,4.6,74,16,5,2,3
0743273567,4.2,58,22,10,5,5
0316769177,4.0,56,16,10,8,10
1456849875,5.0,100,0,0,0,0
1450082599,0.0,0,0,0,0,0
0446505498,3.9,42,31,9,13,5
0446675059,4.5,64,27,7,1,1
1565125606,4.4,66,20,7,4,3
0812968972,4.0,44,30,12,7,7
0778324737,4.7,79,16,5,0,0
0553816713,4.3,67,14,6,4,9
0679783261,4.5,72,14,6,3,5
0316015849,4.1,65,11,7,5,12
0553384287,4.4,62,24,7,4,3
0307277674,3.8,49,17,11,9,14
0143037145,3.3,26,22,21,18,13
0142001740,4.4,63,21,8,4,4
0316166685,3.9,47,24,12,9,8
0452284244,4.4,66,22,7,2,3
0345352661,4.0,54,17,10,8,11
0425172902,4.5,71,18,5,3,3
030734813X,4.6,89,0,5,0,6
0307277674,3.8,49,17,11,9,14
0140449264,4.6,78,11,5,2,4
0141439475,4.2,56,23,11,4,6
0143039954,4.4,70,15,6,3,6
0140283331,4.0,50,24,12,6,8
0743477111,4.2,64,22,0,0,14
0385333846,4.2,59,21,10,5,5
0743273567,4.2,58,22,10,5,5
0451233166,4.2,57,20,14,6,3
0312599064,4.5,66,26,4,2,2
0575095776,4.3,60,22,10,7,1
0441788386,4.1,58,14,12,9,7
0340839937,4.5,73,13,6,4,4
0812550706,4.6,72,18,6,2,2
0345391802,4.4,69,16,7,4,4
0307347974,4.4,63,20,10,7,0
0060929871,4.2,55,25,10,6,4
0451524934,4.5,71,17,7,2,3
0440242940,4.6,78,10,5,3,4
0552995878,4.1,49,31,10,4,6
0345418263,4.4,70,14,8,4,4
0446675539,4.8,87,7,3,1,2
0141439661,4.3,62,20,10,3,5
0553816713,4.3,67,14,6,4,9
0142437204,4.4,68,17,7,3,5
0965818675,4.0,56,17,10,8,9
0679783261,4.5,72,14,6,3,5
0316015849,4.1,65,11,7,5,12
0373775490,4.2,52,28,13,4,3
0615183220,4.1,49,29,11,3,8
0439023483,4.6,77,16,4,1,2
0767905202,4.0,47,30,10,5,8
0316015849,4.1,65,11,7,5,12
0141439602,4.3,62,20,9,4,5
1904271359,5.0,100,0,0,0,0
0743477561,4.4,64,21,10,1,4
0198320272,4.5,66,21,10,1,2
0743477103,4.3,66,17,7,4,6
1905654588,4.0,52,16,18,9,5
0312590970,3.7,45,17,14,11,13
031237982X,4.0,52,15,18,8,7
0312379838,4.5,70,18,7,3,2
0312360304,4.1,53,23,11,6,7
0312360282,4.2,59,21,11,4,5
0312360266,3.7,45,20,12,9,14
0399155341,4.7,81,12,3,2,2
0525421580,4.2,58,22,10,5,5
0393061027,4.6,78,12,6,2,2
0446579807,4.1,59,17,9,5,10
0345409469,4.5,74,13,6,4,3
0312965338,4.1,44,32,14,6,4
0553803719,4.3,62,20,9,5,4
0340839937,4.5,73,13,6,4,4
0307347974,4.4,63,20,10,7,0
0060929871,4.2,55,25,10,6,4
0451524934,4.5,71,17,7,2,3
0679879242,4.5,72,15,6,3,4
0385494785,4.5,69,21,6,2,2
0385486804,4.1,50,29,12,5,4
0450040186,4.7,78,15,4,2,1
0142437247,4.1,59,16,11,6,8
0451525264,4.7,82,11,4,1,2
0141439475,4.2,56,23,11,4,6
0143039954,4.4,70,15,6,3,6
0140283331,4.0,50,24,12,6,8
0349113912,4.1,56,21,9,7,7
0385333846,4.2,59,21,10,5,5
185984054X,4.0,54,19,9,5,13
1595479104,4.5,75,12,6,2,5
0060518650,4.4,66,19,8,4,3
061861916X,4.4,70,13,8,5,4
0141026162,3.8,50,18,9,8,15
0306816083,4.5,69,18,9,2,2
0385318219,4.0,43,32,9,12,4
0099391104,4.5,69,16,7,8,0
0441788386,4.1,58,14,12,9,7
0316346624,4.2,53,27,10,5,5
0142437174,4.3,63,20,7,3,7
1847946240,4.5,65,23,7,3,2
0689707495,4.6,80,12,3,1,4
0689713916,4.2,53,26,12,4,5
0812972147,4.1,59,16,9,5,11
0451529758,4.4,43,57,0,0,0
1587263890,4.5,73,17,4,2,4
0316954411,4.4,61,24,9,3,3
0804139024,4.6,74,18,4,2,2
078670621X,4.8,84,13,2,0,1
0306809583,4.6,76,14,7,3,0
0393319792,4.0,50,24,10,7,9
0393317048,4.3,60,21,12,3,4
0393314596,4.5,67,23,8,1,1
0393312445,4.6,76,16,3,4,1
0393310167,4.2,57,20,15,1,7
0393309061,4.6,69,24,4,1,2
039330907X,4.6,74,20,4,1,1
0393309053,4.7,83,12,1,2,2
0393309606,4.7,76,19,5,0,0
0393308626,4.3,58,22,13,5,2
1400069289,4.5,65,23,7,3,2
0802142842,3.8,46,21,11,11,11
1416914633,4.3,64,18,7,3,8
0553816713,4.3,67,14,6,4,9
014200068X,4.4,64,20,11,4,1
0007173040,4.7,87,7,3,1,2
0679732187,4.4,71,12,7,4,6
0060652896,4.6,76,15,5,2,2
0374529523,4.5,66,22,7,3,2
0060513039,4.9,92,5,1,1,1
0060775858,4.6,84,6,4,2,4
067973225X,3.9,48,21,13,7,11
0553256696,4.9,90,7,2,0,1
067168390X,4.8,88,6,1,2,3
0099910101,4.0,48,25,13,8,6
0375806814,4.7,81,12,3,1,3
0684803356,4.3,61,20,10,5,4
0393312836,4.5,70,20,5,2,3
0684823780,4.6,82,9,3,2,4
0312353766,4.2,64,17,6,5,8
0099408392,4.6,81,6,6,7,0
0061120081,4.7,82,11,3,2,2
0141439475,4.2,56,23,11,4,6
0743477111,4.2,64,22,0,0,14
0060786507,4.3,60,21,9,5,5
0307277674,3.8,49,17,11,9,14
0385338600,4.5,69,21,6,2,2
0446677388,4.3,63,21,8,3,5
0375826696,4.0,56,16,9,7,12
0679783261,4.5,72,14,6,3,5
0552995878,4.1,49,31,10,4,6
0141439661,4.3,62,20,10,3,5
0440241413,4.2,56,23,8,6,7
031232118X,4.1,54,22,10,6,8
0743418174,4.0,51,23,10,8,8
006222851X,3.9,53,16,8,13,10
0345529057,4.5,74,13,5,3,5
0553296981,4.6,74,16,5,2,3
0349113912,4.1,56,21,9,7,7
0061122416,4.4,70,14,7,4,5
0142000671,4.4,63,23,8,3,3
0060513039,4.9,92,5,1,1,1
0061120081,4.7,82,11,3,2,2
0060531045,4.2,64,12,8,7,9
0385333846,4.2,59,21,10,5,5
0452284244,4.4,66,22,7,2,3
0743273567,4.2,58,22,10,5,5
0316769177,4.0,56,16,10,8,10
1558744630,4.8,87,9,1,1,2
1558747028,4.5,73,18,3,3,3
0718149122,3.8,42,23,13,14,8
0316735698,4.0,53,19,12,9,7
0061059927,4.0,55,17,10,8,10
0061059919,4.1,59,16,12,4,9
006102001X,4.3,65,19,7,4,5
0061020001,4.0,55,18,10,8,9
0061067199,4.9,89,8,3,0,0
0061067156,4.9,88,12,0,0,0
0061067121,4.8,85,11,4,0,0
0142002402,3.5,46,14,5,10,25
1400063841,3.4,32,20,17,17,14
0345469011,3.6,35,26,16,11,12
0786226749,4.3,60,24,9,3,4
0552135399,4.4,71,14,6,5,4
0345915593,4.3,65,17,7,6,5
0553384155,4.7,82,12,3,2,1
0312348649,4.0,46,25,15,9,5
0312323867,4.4,64,24,7,3,2
0827606974,4.4,69,13,8,5,5
0691128782,3.7,52,19,2,2,25
0385521383,4.3,58,26,9,4,3
0743262131,4.5,65,23,9,1,2
0446697435,4.2,52,26,12,6,4
0446675539,4.8,87,7,3,1,2
0827606974,4.4,69,13,8,5,5
0691128782,3.7,52,19,2,2,25
0142002402,3.5,46,14,5,10,25
0553384155,4.7,82,12,3,2,1
0316159433,3.9,50,21,9,9,11
0316008958,3.2,37,15,6,10,32
0802715486,4.7,72,23,4,1,0
0743226720,4.5,67,23,6,2,2
0743223136,4.7,79,14,4,2,1
0553296981,4.6,74,16,5,2,3
0440241413,4.2,56,23,8,6,7
0307347974,4.4,63,20,10,7,0
0060929871,4.2,55,25,10,6,4
0451524934,4.5,71,17,7,2,3
0446675539,4.8,87,7,3,1,2
0141439661,4.3,62,20,10,3,5
0553816713,4.3,67,14,6,4,9
0142437204,4.4,68,17,7,3,5
0679783261,4.5,72,14,6,3,5
0375826696,4.0,56,16,9,7,12
0618346252,4.6,81,9,4,3,3
0439554934,4.8,86,9,3,1,1
0385494785,4.5,69,21,6,2,2
0679745580,4.5,67,22,7,2,2
0385486804,4.1,50,29,12,5,4
0553296981,4.6,74,16,5,2,3
0425172902,4.5,71,18,5,3,3
0752864327,4.2,55,24,10,5,6
030734813X,4.6,89,0,5,0,6
0385338600,4.5,69,21,6,2,2
0345391802,4.4,69,16,7,4,4
0552995878,4.1,49,31,10,4,6
0345418263,4.4,70,14,8,4,4
0965818675,4.0,56,17,10,8,9
0446677388,4.3,63,21,8,3,5
1594480001,4.6,73,17,5,3,2
0143037145,3.3,26,22,21,18,13
0060786507,4.3,60,21,9,5,5
0349113912,4.1,56,21,9,7,7
0061122416,4.4,70,14,7,4,5
0141439629,4.2,53,29,9,4,5
0440952077,4.4,66,20,6,6,2
0374375925,4.4,66,20,6,6,2
0312348649,4.0,46,25,15,9,5
0399167064,4.5,64,26,6,2,2
1455585017,4.3,63,19,11,3,4
0316013684,4.5,69,19,6,2,4
1476765111,4.3,62,21,8,5,4
1402208766,4.3,56,24,12,5,3
0385373791,4.5,69,22,6,1,2
0689862229,4.6,73,19,5,1,2
0062024027,4.5,70,19,6,3,2
0803734336,4.6,66,27,5,2,0
0545265355,4.7,81,13,3,1,2
1599903423,4.2,44,38,13,4,1
0763628115,4.7,80,15,2,2,1
1599903385,3.6,32,29,17,12,10
0007442912,4.5,67,21,8,3,1
1601420099,4.5,62,27,10,1,0
1590524128,4.7,77,18,2,0,3
1590527550,4.7,72,25,3,0,0
159052411X,4.5,73,14,10,0,3
0385742886,4.1,55,21,12,6,6
1423140591,4.8,83,13,2,1,1
1423116399,4.4,53,33,11,2,1
1423147952,4.6,65,28,4,3,0
0141439602,4.3,62,20,9,4,5
1423140567,4.7,76,18,3,1,2
0679783261,4.5,72,14,6,3,5
0803731558,4.2,50,25,19,5,1
0808516965,4.5,71,12,12,4,1
0439861365,4.3,53,23,24,0,0
0061747505,4.8,85,10,0,5,0
0061747416,4.6,64,32,4,0,0
006176177X,4.4,56,36,4,4,0
1423140575,4.8,83,14,2,1,0
1423146727,4.7,83,10,3,1,3
0007444117,3.4,39,17,14,11,19
0805094342,4.5,65,26,4,0,5
0545476992,3.7,26,34,27,8,5
1416995552,4.6,70,22,7,1,0
1416968237,4.4,60,23,12,4,1
1416978305,3.8,45,21,16,9,9
159052585X,4.9,90,8,2,0,0
1590525841,4.7,79,12,5,3,1
1416994637,4.3,62,15,17,3,3
031606792X,3.8,55,12,8,8,17
0316160202,4.4,70,14,7,4,5
0316160199,4.3,64,16,9,5,6
0140283331,4.0,50,24,12,6,8
0316015849,4.1,65,11,7,5,12
0061120081,4.7,82,11,3,2,2
0316051594,4.5,61,31,5,1,2
1590525868,4.8,86,11,3,0,0
1416995587,4.6,75,12,9,3,1
1590525876,4.7,81,14,2,0,3
9766371784,0.0,0,0,0,0,0
0300030843,0.0,0,0,0,0,0
0553248642,4.4,66,20,7,2,5
0300030843,0.0,0,0,0,0,0
0806531231,4.3,58,24,13,3,2
1416914293,4.6,72,19,6,2,1
0385537859,4.0,44,26,18,7,5
0141439475,4.2,56,23,11,4,6
0307346609,4.2,56,24,11,5,4
0375856110,4.2,59,17,11,7,6
0375826726,4.2,61,15,10,8,6
1416914285,4.2,58,23,10,5,4
0375840400,3.9,51,19,9,7,14
0553278223,4.3,62,19,10,6,3
0060764899,4.7,80,12,4,2,2
031608106X,4.2,56,23,10,7,4
0374504644,4.4,69,15,7,5,4
0140436065,4.6,75,16,5,3,1
0142000655,4.6,78,13,5,2,2
0060929871,4.2,55,25,10,6,4
0451524934,4.5,71,17,7,2,3
